raw_text,aspectTerms
"The prices can not be beat for the quality , quantity , freshness and taste .","[{'term':'freshness', 'polarity':'positive'}]"
"The prices can not be beat for the quality , quantity , freshness and taste .","[{'term':'taste', 'polarity':'positive'}]"
"Check it out , it wo n't hurt your stomach or your wallet .","[{'term':'stomach', 'polarity':'positive'}]"
"Check it out , it wo n't hurt your stomach or your wallet .","[{'term':'wallet', 'polarity':'positive'}]"
"Little Tonino 's is just awesome , our favorite delivery place in Kennsington , honestly the best Gnochi I have ever had !","[{'term':'Gnochi', 'polarity':'positive'}]"
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES .,"[{'term':'SERVICE', 'polarity':'negative'}]"
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES .,"[{'term':'FOOD QUALITY', 'polarity':'negative'}]"
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES .,"[{'term':'PRICES', 'polarity':'negative'}]"
I have been about 4 times and have always had a great meal .,"[{'term':'meal', 'polarity':'positive'}]"
I go back in line like three times on average until I ca n't walk anymore .,"[{'term':'line', 'polarity':'negative'}]"
We usually just get some of the dinner specials and they are very reasonably priced and very tasty .,"[{'term':'dinner specials', 'polarity':'positive'}]"
We usually just get some of the dinner specials and they are very reasonably priced and very tasty .,"[{'term':'priced', 'polarity':'positive'}]"
Horrible food and Horrible service .,"[{'term':'food', 'polarity':'negative'}]"
Horrible food and Horrible service .,"[{'term':'service', 'polarity':'negative'}]"
The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .,"[{'term':'wine', 'polarity':'positive'}]"
The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .,"[{'term':'cheese', 'polarity':'positive'}]"
The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .,"[{'term':'fondue', 'polarity':'positive'}]"
The wine and cheese plate are plentiful and ca n't wait to try the fondue or table grilling .,"[{'term':'table grilling', 'polarity':'positive'}]"
They treated us well and the food was extremely fresh and well-prepared .,"[{'term':'food', 'polarity':'positive'}]"
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[{'term':'exotic salad', 'polarity':'positive'}]"
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[{'term':'green salad', 'polarity':'positive'}]"
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[{'term':'sweet basil fried tofu', 'polarity':'positive'}]"
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu .,"[{'term':'peanut sauce', 'polarity':'positive'}]"
THE BIG COMPLAINT : NO TOASTING AVAILABLE .,"[{'term':'TOASTING', 'polarity':'negative'}]"
"Even if the food was n't this good , the garden is a great place to sit outside and relax .","[{'term':'food', 'polarity':'positive'}]"
"Even if the food was n't this good , the garden is a great place to sit outside and relax .","[{'term':'garden', 'polarity':'positive'}]"
"Even if the food was n't this good , the garden is a great place to sit outside and relax .","[{'term':'place', 'polarity':'positive'}]"
"Volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly .","[{'term':'service', 'polarity':'positive'}]"
"The food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .","[{'term':'food', 'polarity':'negative'}]"
"The food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .","[{'term':'waiter', 'polarity':'negative'}]"
"The food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .","[{'term':'wine', 'polarity':'negative'}]"
"The food came out wrong , the waiter was no where to be found and the wine showed up at the end of the meal .","[{'term':'meal', 'polarity':'none'}]"
"The chicken and steak were seasoned and cooked to perfection , and the lamb sandwhich is great for heartier appetites .","[{'term':'chicken', 'polarity':'positive'}]"
"The chicken and steak were seasoned and cooked to perfection , and the lamb sandwhich is great for heartier appetites .","[{'term':'steak', 'polarity':'positive'}]"
"The chicken and steak were seasoned and cooked to perfection , and the lamb sandwhich is great for heartier appetites .","[{'term':'lamb sandwhich', 'polarity':'positive'}]"
We saw them heating up at least one frozen item though I 'm not sure which dim sum dish it was .,"[{'term':'dim sum dish', 'polarity':'negative'}]"
No you 're going to go back because the food was good .,"[{'term':'food', 'polarity':'positive'}]"
The food was great and the service was even better .,"[{'term':'food', 'polarity':'positive'}]"
The food was great and the service was even better .,"[{'term':'service', 'polarity':'positive'}]"
"While this can hardly be called a restaurant , it is possibly the best deal in Manhatten : $ 4 for a plate heaped with rice and 2-3 entrees .","[{'term':'rice', 'polarity':'positive'}]"
"While this can hardly be called a restaurant , it is possibly the best deal in Manhatten : $ 4 for a plate heaped with rice and 2-3 entrees .","[{'term':'entrees', 'polarity':'positive'}]"
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,"[{'term':'Traditional French decour', 'polarity':'positive'}]"
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,"[{'term':'hall', 'polarity':'negative'}]"
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .,"[{'term':'fish', 'polarity':'positive'}]"
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .,"[{'term':'sushi chef', 'polarity':'positive'}]"
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .,"[{'term':'wasabi', 'polarity':'positive'}]"
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .,"[{'term':'soy sauce', 'polarity':'positive'}]"
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef -LRB- usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt -RRB- .,"[{'term':'sea salt', 'polarity':'positive'}]"
"Consequently , their burgers fell apart in their hands and made such a mess that they did ` nt feel like finishing them .","[{'term':'burgers', 'polarity':'negative'}]"
My son and his girlfriend both wanted cheeseburgers and they were huge !,"[{'term':'cheeseburgers', 'polarity':'positive'}]"
I really recommend the very simple Unda -LRB- Egg -RRB- rolls .,"[{'term':'Unda -LRB- Egg -RRB- rolls', 'polarity':'positive'}]"
Very good wine choices .,"[{'term':'wine choices', 'polarity':'positive'}]"
"This is the only Thai place I go too in NYC , it 's wonderful , and live relaxed Jazz on certain nights .","[{'term':'Jazz', 'polarity':'positive'}]"
We were seated and ignored by waitstaff .,"[{'term':'waitstaff', 'polarity':'negative'}]"
"If you are in a big group , this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here .","[{'term':'lazy susans', 'polarity':'positive'}]"
"If you are in a big group , this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here .","[{'term':'tables', 'polarity':'positive'}]"
They showed up 15 minutes after the tuna melt .,"[{'term':'tuna', 'polarity':'positive'}]"
"Tasty steak , pork loin , the works .","[{'term':'steak', 'polarity':'positive'}]"
"Tasty steak , pork loin , the works .","[{'term':'pork loin', 'polarity':'positive'}]"
I went with 5 friends and we lingered at the table for a bit and did n't feel rushed at all even though there was a wait .,"[{'term':'table', 'polarity':'none'}]"
I went with 5 friends and we lingered at the table for a bit and did n't feel rushed at all even though there was a wait .,"[{'term':'wait', 'polarity':'negative'}]"
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,"[{'term':'setting', 'polarity':'positive'}]"
I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,"[{'term':'service', 'polarity':'positive'}]"
"The burger was great , also .","[{'term':'burger', 'polarity':'positive'}]"
"they did give a 15 % discount at the end , was n't enough , as they knew the service was horrible .","[{'term':'discount', 'polarity':'negative'}]"
"they did give a 15 % discount at the end , was n't enough , as they knew the service was horrible .","[{'term':'service', 'polarity':'negative'}]"
